index,Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Unnamed: 0,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
147,il-2,protein,,,uniprot,p60568,,,foxp3,protein,,,uniprot,q9bzs1,nucleus,go:0005634,positive,i,influence,,,cd4+ t cell,,human,['23'],nan,nan,"to further dissect the altered differentiation of itk-deficient cd4+ t cells, we examined the influence of il-2 on the generation of foxp3 producers in itk−/− cells under th17 cell differentiation conditions. addition of neutralizing il-2 antibodies to the th17 cultures enhanced il17a production from wt cells as previously reported (laurence et al., 2007). however, this increase was more apparent in the absence of itk, with 2.4–6× increases in the percentages of il17a+ cells in itk−/− cd4+ t cells differentiated in the presence of blocking il-2 antibodies (fig. 6 a and not depicted). notably, foxp3-expressing cells were virtually abolished in itk−/− cell cultures in the presence of anti-il2. thus, the aberrant expression of foxp3 in itk-deficient cells required il-2. conversely, addition of exogenous human il-2 (hil-2) reduced the production of il17a in both wt and itk−/− th17 cultures (fig. 6 a). however, in the itk−/− cultures the percentages of foxp3 producers also dramatically increased.",pmc3949578,1,10,11,1,21
271,pi3k,protein,,,uniprot,,,,cd28,protein,,,fplx,cd28,plasma membrane,go:0005886,positive,d,activation,,,t-cell,,,['34'],nan,nan,"pi3k is activated by tcr and cd28 signaling and is involved in cell cycle progression, cell survival, proliferation, and regulation of cell trafficking, in part through the activation of pi(3,4,5)p3-binding pleckstrin homology (ph) domain–containing proteins. important downstream components of these processes in many cell types are the akt and mtor pathways, which play critical roles in regulating cellular metabolism and differentiation downstream of multiple receptors. notably, it is now well recognized that inhibition of mtor or akt in cd4+ t cells leads to expression of foxp3 (powell et al., 2012). this regulation is likely to occur via multiple mechanisms, including effects of akt on the foxo transcription factors (hedrick et al., 2012), which are required for foxp3 expression, as well as effects on distinct mtor-mediated pathways. thus, the mtor and akt axes play major roles as a gatekeeper of effector versus treg cell differentiation.",pmc3949578,1,10,11,1,21
44,akt*,protein,,akt1,uniprot,p31749,cytoplasm,go:0005737,foxp3,protein,,,uniprot,q9bzs1,nucleus,go:0005634,negative,i,block,,,cd4+,,human,['92'],nan,nan,"as we showed in fig. 1 e, the ability of akt* to block foxp3 induction was dependent on its kinase activity. to further explore the signaling pathways involved in t reg differentiation, we sought to determine whether this effect was mediated via the mammalian target of rapamycin (mtor) pathway. mtor is a downstream target in the akt signaling pathway, and recent papers have proposed a link between rapamycin and t reg cells both in humans and mice, with rapamycin preferentially sparing t reg cells (43–46). we explored mtor's involvement in akt*'s down-modulatory activity by adding rapamycin to cultures of cd3/il-2/tgf-β–triggered cd4+ cells transduced either by akt* or ctrl retrovirus. by itself, rapamycin did not affect tgf-β–mediated induction of foxp3 (fig. 7). however, rapamycin treatment of cells at the time of akt* transduction did counteract the inhibitory effect of akt*, although it did not completely restore foxp3 levels to those of uninhibited cells. these results identify mtor and, more specifically, the rapamycin-sensitive branch of mtor complexes as downstream targets of akt* in exerting its effect on foxp3 induction. on the other hand, because the impact of akt* was not completely abolished by rapamycin, additional rapamycin-insensitive pathways may also be involved.",pmc2275380,1,10,10,1,20
49,akt*,protein,,,uniprot,p31749,,,foxp3,protein,transcription factor,,uniprot,,nucleus,go:0005634,negative,i,inhibition,foxp3 induction,,cd4+ t cells,,mouse,['83'],nan,nan,"these findings raised the question of whether the observed inhibition of foxp3 induction was a consequence of an overall blockade of tgf-β signaling or a specific inhibition of foxp3, or whether foxp3 typified a gene set targeted by akt*. to address this question, we examined the transcript profiles of conventional cd4+ t cells cultured in tgf-β and infected by either a retrovirus encoding akt* or a ctrl retrovirus. total rna from purified cell populations was purified, amplified, and hybridized to m430 2.0 affymetrix whole-genome mouse arrays. data were normalized using the rate monotonic algorithm and were averaged between three independent replicates. the multiplot module from genepattern (39) was used for data visualization.",pmc2275380,1,10,10,1,20
222,p110δ,protein,,pik3cd,uniprot,o00329,,,pten,protein,,pten,uniprot,p60484,,,negative,i,inhibition,,,t-all,,human,['152'],nan,nan,"recently, subramanian et al., by employing the dual γ/δ inhibitor cal-130, proposed the predominant role of p110γ and p110δ in pten deleted t-all, suggesting the possibility to target this malignancy by inhibiting specifically these isoforms [14]. it should be underscored, however, that after this initial report, no other papers dealing with the effects of cal-130 have been published. in contrast, a more recent work contradicted these results, showing higher cytotoxic effects of the pi3k pan-inhibitor, pik-90, in pten deleted t-all cell lines [15]. however, both of these studies did not take into account that pten deletions or inactivating gene mutations are relatively rare in primary t-all patients, whereas posttranslational inactivation of pten is a much more frequent event [11]. in light of those contradictory findings, we have used isoform-selective, pan- and dual p110γ/δ inhibitors to compare their effects in both pten deleted and non deleted t-all cell lines. our results demonstrated that blockage of all the class i pi3k catalytic isoforms exerted a greater anti-cancer effect compared to dual p110γ/δ inhibition, as exemplified by the lower ic50 attained in all the cell lines, whereas isoform-selective inhibition produced negligible effects. among the three pi3k pan-inhibitors we tested, pik-90 was effective only in loucy cells, highlighting that chemical structure might affect drug efficacy. moreover, only loucy cells were sensitive to the dual γ/δ inhibitor, ipi-145. the peculiar sensitivity of loucy cells to pi3k pathway inhibition is remarkable, as this cell line displays a transcriptional signature similar to that of early t-precursor (etp)-all, a t-all subtype associated with an extremely poor prognosis [51]. therefore, it will be very critical to test this drug on primary cells derived from patients with etp-all.",pmc4496363,1,10,10,1,20
274,pi3k,protein,,,uniprot,,,,pten,protein,,,uniprot,,,,negative,i,inactivation,,,t-cell,leukemia,human,['188'],nan,nan,"pi3k signaling are frequently activated in t-cell acute lymphoblastic leukemia (t-all), which mainly due to the absent of pten function. studies have shown that pten inactivation plays a prominent role in human t-all cell lines and primary patients [73–76]. moreover, pten mutations have been shown induced resistance to γ-secretase inhibitors, which derepress the constitutively activated notch1 signaling in t-all [77]. however, the pten mutations detected in these studies vary widely. gutierrez et al. reported that t-all patients had a pten mutation rate of 27% and a pten deletion rate of 9%, whereas gedman et al. reported that 27 of 43 (63%) pediatric t-all specimens had pten mutations. in the latter study, the high frequency of pten mutations may have been due to the fact that approximately 50% of the specimens were patients with relapsed disease. interestingly, all mutations were identified in the c2 domain of pten [75, 76], not in the phosphatase domain as has been reported for other solid tumors [78].",pmc4712330,1,10,10,1,20
282,pi3k,protein,,pik3ca,uniprot,p42336,cytoplasm,go:0005737,pten,protein,,pten,uniprot,p60484,cytoplasm; nucleus,go:0005737; go:0005634,negative,i,dephosphorylates; polyubiquitination; monoubiquitination,cytoplasm; plasma membrane; nucleus,,,,,['184'],nan,nan,"in the cytoplasm, pi3k is activated downstream of receptors that include receptor tyrosine kinases, g protein–coupled receptors, cytokine receptors, and integrins. pi3k activation converts pip2 to pip3, thereby leading to akt activation, which enhances cell growth, proliferation, and survival. pten dephosphorylates pip3 and consequently suppresses the pi3k pathway. nedd4-1 is an e3 ligase of pten that mediates pten ubiquitination. polyubiquitination of pten leads to its degradation in the plasma, whereas monoubiquitination of pten increases its nuclear localization. pten can translocate into the nucleus through various mechanisms, including passive diffusion, ran- or major vault protein–mediated import, and a monoubiquitination-driven mechanism. in the nucleus, pten promotes p300-mediated p53 acetylation in response to dna damage to control cellular proliferation. nuclear pten is also involved in maintaining genomic integrity by binding to centromere protein c (cenpc) and in dna repair by upregulating rad51 recombinase (rad51).",pmc4712330,1,10,10,1,20
296,pten,protein,,,,,,,pdk1,protein,,,,,,,positive,i,signaling,,,t cell,,mice,['168'],nan,nan,"a recent study in which ptenfl/fl × cd4-cre mice were crossed to pdk1fl/fl mice has shown that while lymphoma did not develop in this model of t cell-specific pten deletion, pdk1/akt signaling was dispensable for the survival, proliferation and differentiation of t cell progenitors, and in vivo expansion of peripheral t cells (finlay et al., 2009). the mechanism for control of cell metabolism independent of pdk1 is unclear in these mice, although thymocyte proliferation in the absence of pten was shown to require rhoa-dependent pathways, and a dependence on c-myc, which was recently shown to play a pivotal role in t cell metabolism following activation (wang et al., 2011), was not ruled out. mice which express a single hypomorphic pdk1 allele similarly prevented a wide range of tumors when crossed to pten heterozygous mice, indicating that the requirement for pdk1 in the context of tumor formation brought on by loss of pten is not limited to its role in controlling migratory capacity of t cells (bayascas et al., 2005). additionally, deletion of s6k1 in the mx-1-cre model of pten loss resulted in delayed development of leukemia, indicating that an mtorc1-mediated pathway, in this context shown to involve induction of a hif-1α-dependent glycolytic program, contributes to leukemogenesis in pten-deficient cells (tandon et al., 2011).",pmc3375464,1,10,10,1,20
306,pten,protein,,pten,uniprot,p60484,,,pi3k,protein,,pik3ca,uniprot,p42336,,,positive,i,associated with increased sensitivity,,,lymphoid,,,['196'],nan,nan,"pten deficiency is associated with increased sensitivity to pi3k, akt, and mtor inhibitors. in addition, because pi3k is involved in bcr signaling activation, bcr pathway inhibitors may also be effective in pten-deficient lymphoid malignancies. src family kinase inhibitors include dasatinib (which can also inhibit btk), saracatinib, bosutinib, su6656, cgp76030, and kx-01. btk inhibitors include ibrutinib and avl-292. sotrastaurin is a pkcβ inhibitor; a20, a malt1 paracaspase inhibitor; and mln120b, an ikkβ inhibitor. syk inhibitors include fostamatinib and prt062607. idelalisib is a pi3kδ-specific inhibitor. mk-2206 is an akt inhibitor. mtor inhibitors include everolimus and temsirolimus.",pmc4712330,1,10,10,1,20
308,pten,protein,,pten,uniprot,p60484,,,pten,protein,,pten,uniprot,p60484,,,negative,i,loss of function,,,,,human,['182'],nan,nan,"pten loss of function occurs in a wide spectrum of human cancers through various genetic alterations that include point mutations (missense and nonsense mutations), large chromosomal deletions (homozygous/heterozygous deletions, frameshift deletions, in-frame deletions, and truncations), and epigenetic mechanisms (e.g., hypermethylation of the pten promoter region) [21]. somatic mutations are the main drivers of pten inactivation in human cancers, and have been reviewed extensively [22].",pmc4712330,1,10,10,1,20
