index,Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Unnamed: 0,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
21,mapk/sapk,protein,,,uniprot,q07817,plasma membrane,go:0005886,jnk,protein,,jnk,uniprot,p01730,plasma membrane,go:0005886,positive,d,phosphorylate,,,b-cell,,vein,['26'],nan,nan,nan,pmc3084876,1,100,40,1,140
16,coxii,protein,mitochondrion-associated,cox2,uniprot,q92573,mitochondria,go:0005739,egfr,protein,,egfr,uniprot,p00443,plasma membrane,go:0005886,positive,d,binds,,,b-cell,,vein,['224'],nan,nan,nan,pmc3709701,1,100,40,1,140
41,α-tea,smallmolecule,,,uniprot,p01730,cytoplasm,go:0005886,caspase-9,protein,,casp9,uniprot,q07817,mitochondria,go:0005739,negative,d,phosphorylation,,,epithelial-like,kidney,human,['142'],nan,nan,nan,pmc3039802,1,100,40,1,140
36,sirt2,protein,,sirt2,uniprot,q9hza7,cytoplasm,go:0005739,p53,protein,,tp53,uniprot,p00077,nucleus,go:0005739,negative,d,inhibits,,,,,,['320'],nan,nan,nan,pmc3181262,1,100,40,1,140
35,retinoic acid (ra)-inducible gene i (rig-i),protein,,rigi,uniprot,q92630,cytoplasm,go:0005634,src,protein,,src,uniprot,p00712,plasma membrane,go:0005886,negative,d,competitive binding,,,pancreatic beta cell,pancreas,mouse,['405'],nan,nan,nan,pmc4923948,1,100,40,1,140
32,p90rsk (rsk1),protein,,rsk1,uniprot,p01730,cytoplasm,go:0005886,mtor,protein,,mtor,uniprot,q07817,cytoplasm,go:0005886,positive,d,phosphorylation,thr375/384,,,,human,['191'],nan,nan,nan,pmc3187934,1,100,40,1,140
24,mig6,protein,,mig6,uniprot,q9y6x7,cytoplasm,go:0005634,egfr,protein,,egfr,uniprot,p00784,plasma membrane,go:0005886,negative,d,downregulates,,,melanoma,,human,['18'],nan,nan,nan,pmc4789776,1,100,40,1,140
18,foxo1,protein,,foxo1,uniprot,q05784,nucleus,go:0005739,atg7,protein,,atg7,uniprot,q92574,cytoplasm,go:0005739,positive,d,acetylation,,hct116,epithelial-like,colon,human,['81'],nan,nan,nan,pmc3616429,1,100,40,1,140
42,γ and ε,protein,,,uniprot,p01730,plasma membrane,go:0005886,p53,protein,,tp53,uniprot,q07817,nucleus,go:0005634,positive,d,binds,,,,,,['160'],nan,nan,nan,pmc2817464,1,100,40,1,140
6,ccar2,protein,,ccar2,uniprot,q15299,cytoplasm,go:0005634,chk2,protein,,chk2,uniprot,q03809,cytoplasm,go:0005634,positive,d,dimerization,,,,,human,['495'],nan,nan,nan,pmc4627348,1,100,40,1,140
2,apc,protein,,app,uniprot,p00063,cytoplasm,go:0005634,braf,protein,,braf,uniprot,q05232,cytoplasm,go:0005634,positive,d,phosphorylation,mek,normal intestinal epithelial cells,epithelial,intestinal,human,['455'],nan,nan,nan,pmc4687460,1,100,40,1,140
7,cdk2,protein,,cdk2,uniprot,q00381,cytoplasm,go:0005739,rb,protein,,rb1,uniprot,q05784,nucleus,go:0005739,positive,d,binds,,,,,human,['394'],nan,nan,nan,pmc4381256,1,100,40,1,140
31,p68,protein,,p68,uniprot,q92574,cytoplasm,go:0005739,p21,protein,,cdkn1a,uniprot,o14727,cytoplasm,go:0005739,negative,d,binds,,mcf-7,adenocarcinoma,breast,human,['397'],nan,nan,nan,pmc3556166,1,10,38,1,48
40,src,protein,,src,uniprot,q05252,plasma membrane,go:0005886,noxa1,protein,,nox1,uniprot,q15244,plasma membrane,go:0005886,negative,d,phosphorylation,,ht29,colon cancer,colon,human,['218'],nan,nan,nan,pmc2993755,1,10,38,1,48
25,mtor,protein,,pi3k1,uniprot,p11534,plasma membrane,go:0005886,chk2,protein,,chek2,uniprot,q96x73,nucleus,go:0005634,positive,d,phosphorylation,,,,,rhabdomyosarcoma,['481'],nan,nan,nan,pmc4381605,1,10,38,1,48
20,igf-1,protein,hormone,igf1,uniprot,p11387,plasma membrane,go:0005886,tsc2,protein,,tsc2,uniprot,q92379,cytoplasm,go:0005634,negative,d,inhibits,,,b-cell,,vein,['105'],nan,nan,nan,pmc2172316,1,10,38,1,48
38,src,protein,,src,uniprot,p00163,cytoplasm,go:0005886,egfr,protein,,egfr,uniprot,q04173,plasma membrane,go:0005886,positive,d,phosphorylation,y845,a431,epithelial,skin,human,['222'],nan,nan,nan,pmc3709701,1,10,38,1,48
