Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
ampk,other,,,,ampk,,,tsc2,protein,,,uniprot,p49815,,,positive,d,phosphorylation,,,,,uberon:uberon:0000468,nan,nan,"upon starvation and activation of calcium signaling , ampk phosphorylates and activates tsc2 , which inhibits mtor signaling .",pmc4182068,1,100,40,1,140
phenethyl isothiocyanate,chemical,,,,chebi:351346,,,mtor,protein,,,uniprot,p42345,,,negative,i,phosphorylation,,,cl:cl:0001063 ++++ cl:cl:0000084 ++++ cl:cl:0001064,,,nan,nan,"in human prostate cancer cells , phenethyl isothiocyanate ( peitc ) can suppress the phosphorylation of both akt and mtor , which are implicated in regulation of autophagy .",pmc3920945,1,100,40,1,140
ampk,other,,,,ampk,,,mtor,protein,,,uniprot,p42345,,,positive,i,none,,,cl:cl:0001064,,,nan,nan,"ampk , which promotes autophagy by activating tsc 1/2 and suppressing mtor , has been implicated in an energy check point because of its roles in phosphorylating p53 and inducing cell cycle arrest following energy deprivation .",pmc4260725,1,100,40,1,140
akt,other,,,,akt,other,sl-0086,mtor,protein,,,uniprot,p42345,other,sl-0086,positive,i,none,,,,,,nan,nan,"alternatively , the mtor kinase can be activated by akt independently of tsc 1/2 and can be regulated by mapks . ++++ therefore , it is not surprising that it is regulated by multiple signaling pathways ; it is activated by the akt / pkb proto-oncogenic pathway and often upregulated in various cancer types . ++++ therefore , it is not surprising that it is regulated by multiple signaling pathways ; it is activated by the akt / pkb proto-oncogenic pathway and often upregulated in various cancer types .",pmc4260725,1,100,40,1,140
nsc74859,other,,,,uaz4e53433734383539,,,p-akt,protein,,,uniprot,p31749,,,negative,i,amount,,cellosaurus:cvcl_1107,,,,nan,nan,"after incubation with nsc74859 at indicated concentration , western blot analysis showed that nsc74859 decreased the levels of p-akt and p-mtor .",pmc4791252,1,100,40,1,140
nsc74859,other,,,,uaz4e53433734383539,,,p-mtor,protein,,,uniprot,p42345,,,negative,i,amount,,cellosaurus:cvcl_1107,,,,nan,nan,"after incubation with nsc74859 at indicated concentration , western blot analysis showed that nsc74859 decreased the levels of p-akt and p-mtor .",pmc4791252,1,100,40,1,140
quinoline,chemical,,,,chebi:17362,,,mtor,protein,,,uniprot,p42345,,,negative,i,none,,,cl:cl:0001064,,,nan,nan,"the imidazo [ 4,5-c ] quinoline derivative nvp-bez235 inhibits pi3k and mtor activities by binding to the atp binding cleft of both enzymes , thereby leading to the induction of autophagy in glioma cells .",pmc3920945,1,100,40,1,140
tsc,other,,,,tsc,other,sl-0086,mtor,protein,,,uniprot,p42345,other,sl-0086,positive,i,none,,,,,,nan,nan,"alternatively , the mtor kinase can be activated by akt independently of tsc 1/2 and can be regulated by mapks .",pmc4260725,1,100,40,1,140
peitc,chemical,,,,16741,,,mtor,protein,,,uniprot,p42345,,,negative,i,phosphorylation,,,cl:cl:0001063 ++++ cl:cl:0000084 ++++ cl:cl:0001064,,,nan,nan,"in human prostate cancer cells , phenethyl isothiocyanate ( peitc ) can suppress the phosphorylation of both akt and mtor , which are implicated in regulation of autophagy .",pmc3920945,1,100,40,1,140
rapamycin,chemical,,,,5284616,other,sl-0535 ++++ uniprot:sl-0023,mtor,protein,,,uniprot,p42345,other,sl-0535 ++++ uniprot:sl-0023,positive,i,none,,cellosaurus:cvcl_3744 ++++ cellosaurus:cvcl_0062 ++++ cellosaurus:cvcl_0031,cl:cl:0002327 ++++ cl:cl:0001064,,,nan,nan,"inhibition of mtor signalling by rapamycin activates autophagy that in turn causes growth arrest in many preclinical models of cancer ( ravikumar et al , 2004 ) .",pmc4102935,1,100,40,1,140
geranylgeranyl diphosphate,chemical,,,,chebi:15831,,,mtor,protein,,,uniprot,p42345,,,negative,i,none,,,cl:cl:0001063,,,nan,nan,"activation of the amp activated protein kinase ( ampk )-mtor signaling pathway may be a major mechanism of statin induced autophagy , as epleting cellular geranylgeranyl diphosphate activates ampk and inactivates mtor , thereby leading to autophagic responses ( figure 2c ) .",pmc3920945,1,100,40,1,140
,,,,,,,,mtor,protein,,,uniprot,p42345,other,sl-0535 ++++ uniprot:sl-0023,positive,i,phosphorylation,,cellosaurus:cvcl_0062 ++++ cellosaurus:cvcl_0031 ++++ cellosaurus:cvcl_3744,cl:cl:0002327 ++++ cl:cl:0001064,,,nan,nan,na inhibits the phosphorylation of mtor and simultaneously induces pro apoptotic signalling in bca cells .,pmc4102935,1,100,40,1,140
rottlerin,chemical,,,,chebi:8899,other,sl-0023,tsc2,protein,,,uniprot,p49815,other,sl-0023,negative,i,none,,,cl:cl:0001064,,,nan,nan,"rottlerin was able to inhibit mtorc1 signaling , via its negative regulator , tsc2 to induce autophagosome accumulation in breast cancer cells in nutrient rich conditions .",pmc4260725,1,100,40,1,140
,,,,,,,,mtor,protein,,,uniprot,p42345,other,sl-0158 ++++ uniprot:sl-0023 ++++ uniprot:sl-0535,positive,i,none,,cellosaurus:cvcl_0062 ++++ cellosaurus:cvcl_0031,cl:cl:0001064,,,nan,nan,"therefore , we analysed whether na inhibits the mtor pathway . ++++ on the basis of these effects of mtor signalling on autophagy , we determined whether na inhibits mtor activation in mcf-7 and mda-mb-231 cells . ++++ these results suggest that na inhibits mtor signalling in bca cells .",pmc4102935,1,100,40,1,140
pi3k,other,,,,pi3k,other,sl-0118 ++++ uniprot:sl-0039 ++++ uniprot:sl-0022 ++++ uniprot:sl-0498,pip3,chemical,,,chebi,chebi:60169,other,sl-0118 ++++ uniprot:sl-0039 ++++ uniprot:sl-0022 ++++ uniprot:sl-0498,positive,i,none,,,,,,nan,nan,"insulin and igf1 ( insulin like growth factor 1 ) indirectly induce mtorc1 activity by stimulating class 1 pi3k ( phosphoinositol 3-kinase ) production of pip3 ( ptdins ( 3,4,5 ) p3 ) , which induces akt kinase ( protein kinase b ) at the plasma membrane , which in turn activates mtorc1 by inhibiting tsc ( tuberous sclerosis complex ) proteins 1/2 , thereby relieving their repression of rheb [ 28 ] .",pmc4182068,1,100,40,1,140
nvp-bez235,chemical,,,,11977753,,,mtor,protein,,,uniprot,p42345,,,negative,i,none,,,cl:cl:0001064,,,nan,nan,"the imidazo [ 4,5-c ] quinoline derivative nvp-bez235 inhibits pi3k and mtor activities by binding to the atp binding cleft of both enzymes , thereby leading to the induction of autophagy in glioma cells .",pmc3920945,1,100,40,1,140
4e-bp1,protein,,,,q13541,other,go:0005739 ++++ uniprot:sl-0023,mtor,protein,,,uniprot,p42345,other,go:0005739 ++++ uniprot:sl-0023,negative,i,none,,,cl:cl:0000057 ++++ cl:cl:0001064,,,nan,nan,"before the formation of autophagosomes , inhibition of mtor activity was observed , accompanied by a marked reduction in the phosphorylation of its substrates , the ribosomal s6 subunit via p70s6 kinase and the eif4 via its inhibitor 4e-bp1 .",pmc4260725,1,100,40,1,140
phosphoinositol 3-kinase,other,,,,uaz70686f7370686f696e6f7369746f6c20332d6b696e617365,other,sl-0118 ++++ uniprot:sl-0039 ++++ uniprot:sl-0022 ++++ uniprot:sl-0498,pip3,chemical,,,chebi,chebi:60169,other,sl-0118 ++++ uniprot:sl-0039 ++++ uniprot:sl-0022 ++++ uniprot:sl-0498,positive,i,none,,,,,,nan,nan,"insulin and igf1 ( insulin like growth factor 1 ) indirectly induce mtorc1 activity by stimulating class 1 pi3k ( phosphoinositol 3-kinase ) production of pip3 ( ptdins ( 3,4,5 ) p3 ) , which induces akt kinase ( protein kinase b ) at the plasma membrane , which in turn activates mtorc1 by inhibiting tsc ( tuberous sclerosis complex ) proteins 1/2 , thereby relieving their repression of rheb [ 28 ] .",pmc4182068,1,100,40,1,140
acetate,chemical,,,,chebi:30089,,,phospho-mtor,protein,,,uniprot,p42345,,,negative,i,transcription,,cellosaurus:cvcl_0062 ++++ cellosaurus:cvcl_0031,cl:cl:0001064,,,nan,nan,nimocinol acetate downregulated the expression of phospho-mtor in a time dependent manner in both bca cells ( figure 5a ) .,pmc4102935,1,100,40,1,140
mtor,protein,,,,p42345,,,autophagy,biologicalprocess,,,go,go:0006914,,,negative,i,none,,,,,,nan,nan,a possible mechanism by which activated mtor inhibits cytotoxic autophagy is by preventing ulk1 activation [ 55 ] .,pmc4100138,1,1,40,1,41
p-mtor,protein,,,,p42345,,,autophagy,biologicalprocess,,,go,go:0006914,,,negative,i,none,,cellosaurus:cvcl_1107,,,,nan,nan,these results suggested that nsc74859 increases autophagy by inhibiting p-mtor and increasing p-erk1/2 .,pmc4791252,1,1,40,1,41
tsc2,protein,,,,p49815,other,sl-0086,mtorc1,other,,,fplx,mtorc1,other,sl-0086,negative,i,none,,,,,,nan,nan,"alexander et al. provided evidence that the atm protein signals to tsc2 via the ampk metabolic pathway in the cytoplasm to repress mtorc1 in response to reactive oxygen species ( ros ) , thereby inducing autophagy .",pmc4260725,1,1,40,1,41
tat,protein,,,,p17735,mitochondria,go:0005739,autophagy,biologicalprocess,,,go,go:0006914,mitochondria,go:0005739,positive,i,none,,cellosaurus:cvcl_w385,mesh:d015496 ++++ cl:cl:0000815 ++++ cl:cl:0000912 ++++ cl:cl:0000084 ++++ cl:cl:0000125,,,nan,nan,"however , hiv-1 tat protein was also able to stimulate autophagy through increasing bag3 levels in human glial cells [ 59 ] .",pmc5008281,1,1,40,1,41
mtor,protein,,,,p42345,other,sl-0023 ++++ uniprot:sl-0158 ++++ uniprot:sl-0535,atg13,protein,,,uniprot,o75143,other,sl-0023 ++++ uniprot:sl-0158 ++++ uniprot:sl-0535,negative,i,phosphorylation,,,cl:cl:0001064,,,nan,nan,"activation of mtor signalling negatively regulates autophagy by upregulating phosphorylation of atg13 , that in turn inhibits the formation of a trimeric complex with ulk1 , which , in turn , is required for formation of the autophagosome ( yang et al , 2011 ) .",pmc4102935,1,1,40,1,41
mtor,protein,,,,p42345,,,bca,protein,,,uniprot,q8wv28,,,positive,i,none,,cellosaurus:cvcl_0062 ++++ cellosaurus:cvcl_0031,cl:cl:0001064,,,nan,nan,these results suggest that na inhibits mtor signalling in bca cells .,pmc4102935,1,1,40,1,41
mammalian target of rapamycin,protein,,,,p42345,,,mitochondrial depolarization,biologicalprocess,,,go,go:0051882,,,negative,i,phosphorylation,,cellosaurus:cvcl_2063,,,,nan,nan,"mitochondrial depolarization leads to changes in cellular atp levels , which when sensed by the energy sensor , ampk , leads to its phosphorylation and autophagy induction via suppression of the mammalian target of rapamycin ( m-tor ) [ 52 ] .",pmc4100138,1,1,40,1,41
pip3,chemical,,,,chebi:60169,other,sl-0118 ++++ uniprot:sl-0039 ++++ uniprot:sl-0022 ++++ uniprot:sl-0498,akt,other,,,fplx,akt,other,sl-0118 ++++ uniprot:sl-0039 ++++ uniprot:sl-0022 ++++ uniprot:sl-0498,positive,i,none,,,,,,nan,nan,"insulin and igf1 ( insulin like growth factor 1 ) indirectly induce mtorc1 activity by stimulating class 1 pi3k ( phosphoinositol 3-kinase ) production of pip3 ( ptdins ( 3,4,5 ) p3 ) , which induces akt kinase ( protein kinase b ) at the plasma membrane , which in turn activates mtorc1 by inhibiting tsc ( tuberous sclerosis complex ) proteins 1/2 , thereby relieving their repression of rheb [ 28 ] .",pmc4182068,1,1,40,1,41
pten,protein,,,,p60484,,,pi3k,other,,,fplx,pi3k,,,negative,i,none,,cellosaurus:cvcl_0022,,,uberon:uberon:0000955,nan,nan,"most gbms carry mutations on the pten gene , whose function is to inhibit the continuous activation of pi3k / akt [ 60,61 ] .",pmc4100138,1,1,40,1,41
pten,protein,,,,p60484,,,gefitinib,chemical,,,chebi,chebi:49668,,,negative,i,none,,cellosaurus:cvcl_2063,,,,nan,nan,"knockdown of pten , an established tumor suppressor gene , which is found to be inactivated in a number of cases of non small cell lung cancer increased resistance and reduced sensitivity of nsclc cells to radiation as well as gefitinib , which is a commonly used to treat lung cancer [ 53 ] .",pmc4100138,1,1,40,1,41
pten,protein,,,,p60484,,,akt,other,,,fplx,akt,,,negative,i,none,,cellosaurus:cvcl_0022,,,uberon:uberon:0000955,nan,nan,"most gbms carry mutations on the pten gene , whose function is to inhibit the continuous activation of pi3k / akt [ 60,61 ] .",pmc4100138,1,1,40,1,41
