Regulator Name,Regulator Type,Regulator Subtype,Regulator HGNC Symbol,Regulator Database,Regulator ID,Regulator Compartment,Regulator Compartment ID,Regulated Name,Regulated Type,Regulated Subtype,Regulated HGNC Symbol,Regulated Database,Regulated ID,Regulated Compartment,Regulated Compartment ID,Sign,Connection Type,Mechanism,Site,Cell Line,Cell Type,Tissue Type,Organism,Unnamed: 0,Score,Source,Statements,Paper IDs,Evidence Score,Match Score,Kind Score,Epistemic Value,Total Score
myc,protein,,myc,uniprot,p15565,nucleus,go:0005634,pten,protein,,pten,uniprot,q92574,plasma membrane,go:0005886,positive,d,induction,,cd4,t-cell,,human,['6'],nan,nan,"to understand potential mechanisms for altered pten repression in itk-deficient cells, we considered known repressors of pten expression. among these, myc has been shown to lead to pten repression through the induction of mir19b (olive et al., 2009). interestingly, myc is also important for the induction of genes important for glycolysis. recent data have demonstrated that strong tcr signals are required for the efficient induction of myc (guy et al., 2013). similarly, we find that myc mrna induction was markedly impaired in itk-deficient cd4 cells at early time points and this correlated with decreased induction of mir-19b (fig. 8, a and b). thus, itk is required for transduction of signals leading to expression of myc and mir-19b, two known repressors of pten, upon tcr engagement.",pmc3949578,1,100,40,1,140
mir181a,smallrna,mirna,mir181a,mirbase,mi0000854,cytoplasm,go:0005739,akt,protein,,akt1,uniprot,p00167,plasma membrane,go:0005886,positive,d,binds,,hek 293t,t-cell,,human,['43'],nan,nan,"micrornas (mirs) play an important role in tumorogenesis and chemoresistance in lymphoid malignancies. comparing with reactive hyperplasia, mir181a was overexpressed in 130 patients with t-cell leukemia/lymphoma, including acute t-cell lymphoblastic leukemia (n = 32), t-cell lymphoblastic lymphoma (n = 16), peripheral t-cell lymphoma, not otherwise specified (n = 45), anaplastic large cell lymphoma (n = 15), and angioimmunoblastic t-cell lymphoma (n = 22). irrespective to histological subtypes, mir181a overexpression was associated with increased akt phosphorylation. in vitro, ectopic expression of mir181a in hek-293t cells significantly enhanced cell proliferation, activated akt, and conferred cell resistance to doxorubicin. meanwhile, mir181a expression was upregulated in jurkat cells, along with akt activation, during exposure to chemotherapeutic agents regularly applied to t-cell leukemia/lymphoma treatment, such as doxorubicin, cyclophosphamide, cytarabine, and cisplatin. isogenic doxorubicin-resistant jurkat and h9 cells were subsequently developed, which also presented with mir181a overexpression and cross-resistance to cyclophosphamide and cisplatin. meanwhile, specific inhibition of mir181a enhanced jurkat and h9 cell sensitivity to chemotherapeutic agents, further indicating that mir181a was involved in acquired chemoresistance. collectively, mir181a functioned as a biomarker of t-cell leukemia/lymphoma through modulation of akt pathway. related to tumor cell chemoresistance, mir181a could be a potential therapeutic target in treating t-cell malignancies.",pmc4575996,1,100,40,1,140
tcr,other,,,fplx,tcr,plasma membrane,go:0005886,stat5,protein,,stat5,uniprot,q92377,cytoplasm,go:0005634,positive,d,phosphorylation,,naive cd4+ t cells,t cell,,mouse,['4'],nan,nan,"previous studies have demonstrated that strong tcr signaling can impair il-2–induced phosphorylation of stat5 (lee et al., 1999; yamane and paul, 2013), an important transcription factor for foxp3 induction, although the mechanism for these observations is not fully understood. given the defective tcr signaling in itk−/− t cells, we examined the effects of itk deficiency on activation of il-2–induced signaling. to up-regulate cd25, naive cd4+ t cells were differentiated under neutral conditions without tgf-β, conditions under which we did not observe increased development of foxp3+ itreg cells, and then washed and treated with hil-2. consistent with the increased foxp3 induction in itk−/− cells exposed to il-2, itk-deficient cells showed increased il-2–induced pstat5 compared with wt cells (fig. 6 c, left).",pmc3949578,1,100,40,1,140
pi3k,protein,,pi3k,uniprot,q92472,plasma membrane,go:0005886,akt,protein,,akt1,uniprot,q07737,plasma membrane,go:0005886,positive,d,inhibitor,,,,,human,['13'],nan,nan,"to confirm the importance of the pi3k/akt/mtor signaling pathway (figure 1b) in atl‐cell proliferation, we examined the effect of the mtorc1 inhibitor (rapamycin), dual mtor inhibitor (pp242) and a pi3k inhibitor (ly294002) on atl‐cell lines (ed‐40515(−), ed‐40515(+), hut‐102, syk‐11l(+), atl‐43t, and mt‐1) and on non‐leukemic htlv‐1‐infected cell lines (sy and mt‐2).",pmc5765289,1,10,38,1,48
pten,protein,lipid phosphatase,pten,uniprot,q92577,cytoplasm,go:0005739,pi3k,protein,lipid kinase,pi3k,uniprot,q92577,cytoplasm,go:0005739,negative,d,phosphatase,,,b-cell,,vein,['5'],nan,nan,"the reduction in s6 phosphorylation in response to both tcr and il-2 in itk-deficient cells suggested that itk deficiency more globally prevented effective activation of pi3k- and mtor-mediated pathways. one of the major molecules that antagonizes pathways downstream of pi3k is the lipid phosphatase, pten, which removes the d3 phosphate from pi(3,4,5)p3, the major product of pi3k (song et al., 2012). intriguingly, previous work has demonstrated that tcr signaling can down-regulate pten (bensinger et al., 2004). furthermore, higher levels of pten were observed in treg cells compared with conventional t cells, leading to altered il2 signaling (bensinger et al., 2004). to determine whether alterations in pten may contribute to the phenotypes of itk-deficient cells, we evaluated pten message after cd4+ t cell differentiation. under th17 conditions, we observed a marked reduction in pten mrna in wt cells: pten mrna decreased ∼10-fold compared with naive wt cells (fig. 7 a). however, strikingly, in itk−/− cells pten mrna did not decrease upon differentiation. similar results were observed under treg cell–inducing conditions (fig. 7 b). to further examine whether this was related to tcr signaling, we examined pten mrna in cells stimulated across a range of anti-cd3 doses. stimulation of wt cells with increasing amounts of anti-cd3 led to a dose-dependent decrease in pten mrna (fig. 7 b); the presence of anti-cd28 plus anti-cd3 in wt itreg cell cultures led to an even more profound reduction in pten mrna. similar results were observed at the level of pten protein (fig. 7 c). notably, expression of hif1α, a downstream readout of mtor, was reciprocally related to the expression of pten and increased under these same conditions (fig. 5 c). however, neither pten mrna nor protein changed significantly in itk-deficient cells at any concentration of anti-cd3 (fig. 7, b, d, and e). even under conditions of low anti-cd3 stimulation, in which itk and wt cells showed similar frequencies of foxp3+ cells, itk-deficient cells expressed more pten. thus, tcr- and itk-mediated pathways play an important role in controlling the expression of pten, a major regulator of the pi3k–mtor axis.",pmc3949578,1,10,38,1,48
tcr,protein,,tcr,uniprot,tcr,plasma membrane,go:0005886,cd28,protein,,cd28,uniprot,p00749,plasma membrane,go:0005886,positive,d,co-stimulation,,,b-cell,,vein,['3'],nan,nan,"tcr plus cd28 co-stimulation engagement stimulates a variety of downstream signaling molecules and transcription factors; one prominent pathway is the activation of pi3k, which has been implicated upstream of both akt and mtor pathways. intriguingly, both akt and mtor have been shown to restrain the generation of itreg cells (powell et al., 2012). to evaluate whether pi3k activation contributes to the negative effects of tcr/cd28 engagement on foxp3 expression in wt cells, we evaluated the effects of pi3k inhibition on cells stimulated with anti-cd3 and anti-cd28. the presence of the pi3k inhibitor ly2940002 in treg cell cultures enhanced the production of foxp3 by wt cd4+ t cells in the presence of anti-cd3 plus anti-cd28, increasing the expression from 16.4 to 32.2% (fig. 4 a); higher concentrations of the pi3k inhibitor were toxic for the cells (not depicted). thus, both cd28 and its downstream effector, pi3k, exert detrimental effects on foxp3 expression.",pmc3949578,1,10,38,1,48
pten,protein,,pten,uniprot,q92577,plasma membrane,go:0005886,pi3k,protein,,pi3k,uniprot,q92577,plasma membrane,go:0005886,positive,d,phosphorylation,,,t-cell,,human,['18'],nan,nan,"in t-all, pi3k/akt pathway is commonly constitutively activated [85,86], mainly as a result of the inactivation of pten, a lipid phosphatase functioning as the main negative regulator of pi3k pathway [85,87]. in primary t-all samples, pten deletions or loss-of-function mutations have been identified to cluster in exon 7, causing protein truncation at the carboxyl-terminus and its consequent degradation [85,86,88,89,90]. less frequently, aberrant hyperactivation of the pathway due to gain-of-function mutations in pi3k regulatory (p85) and catalytic subunits (p110) (4, 5% of t-all cases) or in akt (2, 3% cases) have also been reported [86]. however, genetic alterations are not sufficient to account for the very high frequency of pi3k signaling hyperactivation in t-all [87]. indeed, non-genetic mechanisms, such as casein kinase 2 (ck2)-mediated phosphorylation and reactive oxygen species (ros)-induced oxidation, can contribute to pten inactivation, affecting its lipid phosphatase activity [87]. interestingly, normal and malignant thymocytes rapidly activate the pi3k/akt/mtor signaling pathway in response to il-7 stimulation [91,92]. thus, il-7r activating mutations serve as an alternative mode of inducing enhanced pi3k/akt/mtor signaling in t-all cells. moreover, notch1 mediated transcriptional upregulation of il-7rα [93] and hes1-mediated transcriptional repression of pten [85] further contribute to enhance pi3k/akt/mtor signaling in notch1 dependent t-all. a further level of complexity is added by the findings that pten mrna can be targeted by mir-19 [94] or c-myc [95] and that notch1 likely regulates the dynamic exchanges of regulatory b subunits of protein phosphatase 2a (pp2a) leading to a decreased affinity of this phosphatase for critical targets such as phosphorylated akt [96].",pmc5618553,1,10,38,1,48
pten,protein,,pten,uniprot,q96749,plasma membrane,go:0005886,treg cells,cell,,,,,,,negative,d,inhibition,,,regulatory t cell,,mouse,['51'],nan,nan,"extensive progress has been made on the transcriptional and molecular pathways underlying effector t cell diversity and plasticity. in contrast, how these distinct effector t cell responses are controlled by extrinsic mechanisms is poorly understood. moreover, despite the emerging evidence for the adoption of th-specific transcription factors by treg cells to suppress the corresponding effector responses3-5, we have little understanding about the signaling mechanisms that program these suppressive activities. here we, together with huynh et al. (companion manuscript), identify pten as a crucial molecular pathway in treg cells that coordinately regulates tfh and th1 responses (supplementary fig. 8e). in particular, loss of pten in treg cells results in exacerbated tfh and gc responses and disrupted immune tolerance and homeostasis. ablation of ifn-γ function reveals the hierarchy between treg-mediated control of th1 and tfh responses, with the production of the th1 signature cytokine ifn-γ a prerequisite for the potentiation of tfh responses in ptenfl/flfoxp3-cre mice. further more, the repression of th1 and tfh responses is associated with the active maintenance of treg cell stability enforced by pten signaling. at the molecular levels, pten controls the transcriptional program and metabolic balance in treg cells, and it mainly signals via inhibition of mtorc2 activity. our studies therefore establish that the pten-mtorc2 axis acts as a central pathway to orchestrate treg cell stability and restrict th1 and tfh responses.",pmc4297581,1,1,40,1,41
pten,protein,,pten,uniprot,q96730,plasma membrane,go:0005886,treg cells,cell,,,,treg cells,none,none,positive,d,expression,none,none,treg cells,none,mouse,['50'],nan,nan,"given the potent effects of pten signaling in treg cells, we asked whether partial loss of pten function in treg cells is physiologically relevant, by analyzing ptenfl/+foxp3-cre mice. as expected, ptenfl/+foxp3-cre treg cells, but not other t cell subsets, had partial reduction of pten expression at both the mrna and protein levels (supplementary fig. 8a,b). remarkably, heterozygous loss of pten resulted in the expansion of treg cells, associated with considerable downregulation of cd25 expression (fig. 8a). ptenfl/+foxp3-cre mice also contained a striking accumulation of gfp+yfp-foxp3− population in the lineage tracing system (fig. 8b). moreover, these mice contained increased cxcr5+pd-1+ tfh cells and gl7+cd95+ gc b cells (fig. 8c), and more abundance of gcs in the spleen (supplementary fig. 8c). these findings prompted us to examine whether heterozygous loss of pten in treg cells caused autoimmunity and lymphoid hyperplasia as observed in ptenfl/flfoxp3-cre mice. ptenfl/+foxp3-cre mice displayed significantly elevated titers of circulating anti-ana antibodies (fig. 8d) and augmented igg deposits in the kidney glomeruli (fig. 8e), indicative of systemic autoimmunity. furthermore, ptenfl/+foxp3-cre mice spontaneously developed lymphoadenopathy (supplementary fig. 8d). these results demonstrate that pten is haploin sufficient in treg cells.",pmc4297581,1,1,40,1,41
pten,protein,,pten,uniprot,q96077,plasma membrane,go:0005886,t cells,other,,,fplx,t cells,plasma membrane,go:0005886,negative,d,regulates,,,t-cell,,mouse,['53'],nan,nan,"as one of the most frequently mutated tumor suppressor genes, pten acts in murine t cells to prevent development of leukemia and autoimmunity27. more recent studies unveil that these two effects can be dissociated as they are derived from abnormalities in the thymus and periphery, respectively28. pten is also implicated in the regulation of effector t cell responses. deletion of pten in activated t cells enhances effector responses but does not lead to autoimmunity or cancer45. mirnas targeting pten expression are also implicated in shaping tfh responses46. we found that deletion of pten in treg cells leads to the exacerbated effector t cell responses and loss of immune tolerance and tissue homeostasis. pten-deficient treg cells dominate over wt cells in mediating tfh and gc responses, which are mediated, at least in part, by dysregulated ifn-γ expression. moreover, pten functions in a haploin sufficient manner in treg cells. these results together establish pten signaling in treg cells as a unique regulator of immune homeostasis and function.",pmc4297581,1,1,40,1,41
